Date,Open,High,Low,Close,Adj Close,Volume
2011-02-24,89.080002,90.680000,88.500000,90.099998,77.890953,1040300
2011-02-25,91.519997,91.830002,91.059998,91.750000,79.317368,558900
2011-02-28,93.410004,93.529999,92.870003,93.300003,80.657349,763400
2011-03-01,93.720001,93.900002,92.550003,92.839996,80.259659,993100
2011-03-02,91.910004,92.160004,91.110001,91.529999,79.127190,643000
2011-03-03,91.800003,92.199997,91.500000,92.190002,79.697746,541400
2011-03-04,91.610001,91.849998,90.199997,90.989998,78.660362,440400
2011-03-07,90.320000,90.580002,88.870003,89.019997,76.957291,578000
2011-03-08,89.669998,90.330002,89.110001,89.989998,77.795868,426600
2011-03-09,89.650002,90.000000,89.360001,89.540001,77.406830,454800
2011-03-10,88.070000,88.489998,87.349998,87.519997,75.660553,587900
2011-03-11,85.300003,86.089996,84.760002,85.650002,74.043953,1792900
2011-03-14,80.580002,81.970001,80.230003,81.730003,70.655144,3626600
2011-03-15,77.500000,82.059998,77.360001,81.389999,70.361198,5117600
2011-03-16,82.110001,82.779999,79.099998,80.410004,69.514008,2980100
2011-03-17,82.260002,82.690002,81.239998,82.059998,70.940414,1528000
2011-03-18,79.900002,81.580002,79.790001,81.559998,70.508163,1465800
2011-03-21,83.500000,84.279999,82.430000,83.750000,72.401413,1708500
2011-03-22,82.980003,83.230003,82.519997,83.000000,71.753036,1217500
2011-03-23,81.860001,82.720001,80.949997,82.139999,71.009575,937200
2011-03-24,80.279999,81.790001,80.199997,81.190002,70.188309,1509300
2011-03-25,80.989998,81.089996,80.519997,80.760002,69.816582,1007000
2011-03-28,80.849998,81.230003,80.500000,80.550003,70.285141,711000
2011-03-29,79.570000,80.070000,79.419998,79.709999,69.552200,1137200
2011-03-30,80.519997,81.519997,80.260002,80.959999,70.642891,846200
2011-03-31,80.730003,80.769997,80.199997,80.250000,70.023369,532800
2011-04-01,80.529999,81.000000,79.800003,80.510002,70.250237,744300
2011-04-04,80.209999,80.209999,79.410004,79.480003,69.351494,961600
2011-04-05,77.510002,78.330002,77.220001,77.629997,67.737244,2072100
2011-04-06,77.139999,77.870003,76.919998,77.349998,67.492935,1959300
2011-04-07,77.860001,77.860001,75.949997,77.209999,67.370773,1641600
2011-04-08,78.559998,78.639999,77.680000,77.879997,67.955391,1188400
2011-04-11,77.010002,77.110001,76.260002,76.500000,66.751244,1058500
2011-04-12,76.650002,77.559998,76.629997,77.199997,67.362045,1038800
2011-04-13,78.339996,78.389999,77.599998,77.980003,68.042648,723100
2011-04-14,77.769997,78.089996,77.320000,77.879997,67.955391,713600
2011-04-15,77.739998,78.089996,77.470001,77.639999,67.745964,513600
2011-04-18,76.980003,77.360001,76.839996,77.250000,67.405670,825400
2011-04-19,76.300003,76.410004,75.849998,76.120003,66.419678,939400
2011-04-20,77.279999,77.430000,76.919998,77.260002,67.414398,525200
2011-04-21,77.919998,78.309998,77.669998,77.800003,67.885590,476700
2011-04-25,79.290001,79.529999,78.889999,79.510002,69.377693,936300
2011-04-26,78.769997,78.790001,78.199997,78.660004,68.635986,776700
2011-04-27,78.089996,78.430000,77.650002,78.290001,68.313141,714300
2011-04-28,78.889999,79.660004,78.650002,79.500000,69.368958,503900
2011-04-29,79.599998,80.190002,79.580002,79.680000,69.526009,558000
2011-05-02,80.769997,80.769997,79.989998,80.160004,69.944847,692200
2011-05-03,80.330002,80.370003,79.199997,79.690002,69.534744,640200
2011-05-04,79.790001,80.199997,79.540001,79.760002,69.595825,455500
2011-05-05,79.550003,80.160004,79.239998,79.559998,69.421303,687700
2011-05-06,79.930000,79.989998,78.680000,79.099998,69.019913,598900
2011-05-09,79.059998,79.389999,78.620003,79.360001,69.246788,484600
2011-05-10,80.629997,81.050003,80.500000,81.019997,70.695244,714700
2011-05-11,81.000000,81.620003,80.459999,81.459999,71.079185,966000
2011-05-12,82.849998,83.699997,82.449997,83.629997,72.972641,1659800
2011-05-13,83.900002,84.000000,83.169998,83.379997,72.754501,1070000
2011-05-16,82.889999,82.989998,82.019997,82.209999,71.733604,552500
2011-05-17,81.209999,81.559998,80.870003,81.370003,71.000648,665600
2011-05-18,81.220001,81.480003,81.010002,81.389999,71.018097,392800
2011-05-19,81.019997,81.169998,80.220001,80.699997,70.416023,678900
2011-05-20,80.320000,80.320000,79.699997,79.959999,69.770325,532700
2011-05-23,79.290001,79.849998,79.169998,79.540001,69.403862,496500
2011-05-24,79.900002,80.320000,79.690002,79.889999,69.709259,927200
2011-05-25,80.760002,82.150002,80.610001,81.769997,71.349670,686000
2011-05-26,82.010002,82.379997,81.709999,82.209999,71.733604,558500
2011-05-27,82.080002,82.309998,81.930000,82.260002,71.777229,291900
2011-05-31,83.389999,83.470001,82.839996,83.290001,72.675972,652700
2011-06-01,82.709999,82.849998,81.360001,81.500000,71.114075,711200
2011-06-02,81.129997,81.330002,80.599998,80.910004,70.599274,409900
2011-06-03,80.330002,81.000000,80.139999,80.510002,70.250237,650200
2011-06-06,80.150002,80.349998,79.730003,79.919998,69.735413,445100
2011-06-07,81.699997,81.900002,81.419998,81.570000,71.175156,759600
2011-06-08,81.940002,82.430000,81.570000,81.750000,71.332222,743600
2011-06-09,81.580002,82.139999,81.410004,81.919998,71.480545,308700
2011-06-10,81.309998,81.320000,80.620003,80.669998,70.389832,1000000
2011-06-13,80.209999,80.260002,79.400002,79.720001,69.560913,836200
2011-06-14,80.080002,80.660004,80.040001,80.440002,70.189163,464200
2011-06-15,79.910004,80.330002,79.279999,79.480003,69.351494,550600
2011-06-16,79.239998,79.750000,79.029999,79.470001,69.342773,580200
2011-06-17,79.610001,79.900002,79.370003,79.510002,69.377693,375000
2011-06-20,79.349998,80.199997,79.260002,80.129997,69.918655,460600
2011-06-21,80.300003,80.889999,80.120003,80.760002,70.468391,403200
2011-06-22,80.519997,81.410004,80.519997,80.699997,70.416023,403900
2011-06-23,79.970001,80.910004,79.849998,80.820000,70.520729,568800
2011-06-24,81.489998,81.669998,81.169998,81.290001,70.930847,334300
2011-06-27,79.669998,80.070000,79.470001,79.739998,69.578369,623200
2011-06-28,79.820000,80.250000,79.760002,80.080002,69.875046,241800
2011-06-29,81.160004,81.660004,80.570000,81.529999,71.140251,431100
2011-06-30,81.730003,82.639999,81.690002,82.419998,71.916832,532700
2011-07-01,82.440002,83.500000,82.440002,83.449997,72.815590,624600
2011-07-05,83.489998,83.750000,83.230003,83.599998,72.946465,293100
2011-07-06,84.230003,84.349998,83.769997,84.269997,73.531082,331000
2011-07-07,84.500000,84.900002,84.199997,84.639999,73.853943,421200
2011-07-08,84.330002,84.650002,83.690002,84.400002,73.644508,473600
2011-07-11,83.680000,83.919998,83.349998,83.699997,73.033707,504100
2011-07-12,83.580002,84.250000,83.540001,83.639999,72.981369,460400
2011-07-13,84.459999,85.239998,84.370003,84.680000,73.888840,477500
2011-07-14,84.720001,85.150002,83.910004,84.279999,73.539825,423000
2011-07-15,84.129997,84.550003,83.440002,83.849998,73.164597,466700
2011-07-18,83.489998,83.610001,82.949997,83.360001,72.737053,834100
2011-07-19,83.730003,84.709999,83.730003,84.239998,73.504906,443400
2011-07-20,84.339996,84.400002,83.699997,84.330002,73.583443,246700
2011-07-21,84.330002,85.489998,84.300003,85.470001,74.578163,612800
2011-07-22,85.220001,85.400002,84.720001,85.010002,74.176781,204600
2011-07-25,84.000000,84.559998,84.000000,84.129997,73.408928,228100
2011-07-26,84.220001,84.419998,83.800003,84.099998,73.382751,344200
2011-07-27,83.230003,83.389999,82.050003,82.169998,71.698708,416900
2011-07-28,81.980003,82.430000,81.300003,81.430000,71.053001,493100
2011-07-29,81.169998,82.120003,81.029999,81.919998,71.480545,366700
2011-08-01,82.089996,82.209999,81.160004,81.769997,71.349670,481400
2011-08-02,81.400002,82.570000,81.040001,81.290001,70.930847,709100
2011-08-03,81.070000,81.400002,79.830002,81.260002,70.904663,604700
2011-08-04,78.660004,79.040001,77.389999,77.410004,67.545288,1154000
2011-08-05,78.000000,78.400002,75.510002,77.430000,67.562744,1221000
2011-08-08,76.239998,77.300003,73.110001,73.720001,64.325516,1192400
2011-08-09,76.349998,77.279999,73.839996,77.209999,67.370773,1288000
2011-08-10,75.430000,75.430000,73.269997,73.430000,64.072472,739100
2011-08-11,73.550003,75.940002,73.010002,75.139999,65.564560,579600
2011-08-12,74.459999,75.040001,74.099998,74.400002,64.918869,642800
2011-08-15,75.559998,76.199997,75.260002,76.120003,66.419678,316600
2011-08-16,75.230003,76.010002,74.730003,75.419998,65.808876,252800
2011-08-17,75.059998,75.300003,74.379997,74.680000,65.163177,224900
2011-08-18,72.470001,72.470001,70.900002,71.570000,62.449490,875800
2011-08-19,71.709999,72.440002,70.330002,70.699997,61.690372,1552700
2011-08-22,71.559998,71.660004,70.050003,70.540001,61.550751,935900
2011-08-23,71.629997,72.879997,71.110001,72.879997,63.592564,442200
2011-08-24,71.290001,72.190002,71.169998,72.080002,62.894520,692300
2011-08-25,72.440002,72.779999,70.940002,71.269997,62.187729,461400
2011-08-26,71.260002,72.269997,70.589996,71.650002,62.519314,415400
2011-08-29,71.349998,72.360001,71.209999,72.099998,62.911972,727200
2011-08-30,70.900002,71.309998,70.459999,70.940002,61.899788,779900
2011-08-31,71.629997,72.199997,71.290001,71.839996,62.685089,729700
2011-09-01,71.599998,72.169998,71.059998,71.169998,62.100471,472500
2011-09-02,70.110001,70.220001,69.029999,69.339996,60.503674,763800
2011-09-06,67.839996,68.480003,67.629997,68.269997,59.570034,956900
2011-09-07,69.709999,69.989998,69.279999,69.849998,60.948689,722200
2011-09-08,69.599998,70.139999,69.070000,69.370003,60.529854,492000
2011-09-09,68.410004,68.629997,67.559998,67.800003,59.159935,496500
2011-09-12,67.230003,68.239998,67.050003,68.169998,59.482777,536700
2011-09-13,68.639999,69.139999,68.360001,69.050003,60.250645,426000
2011-09-14,69.449997,70.220001,68.580002,69.570000,60.704369,393200
2011-09-15,70.519997,71.239998,70.150002,71.209999,62.135384,422600
2011-09-16,71.489998,71.550003,70.419998,70.809998,61.786354,280300
2011-09-19,69.860001,71.010002,69.410004,70.839996,61.812527,476700
2011-09-20,70.750000,71.360001,70.309998,70.430000,61.454777,618600
2011-09-21,70.110001,70.309998,68.199997,68.300003,59.596210,414000
2011-09-22,67.400002,68.019997,66.339996,66.970001,58.435699,571200
2011-09-23,67.190002,67.900002,66.839996,67.849998,59.203552,353700
2011-09-26,68.370003,68.800003,67.570000,68.769997,60.006310,571100
2011-09-27,69.779999,69.910004,68.459999,68.800003,60.482803,613600
2011-09-28,69.690002,70.470001,69.010002,69.139999,60.781696,471400
2011-09-29,70.510002,70.910004,69.080002,70.209999,61.722351,375500
2011-09-30,68.970001,69.370003,68.250000,68.260002,60.008083,591300
2011-10-03,68.220001,69.089996,66.690002,66.970001,58.874023,547400
2011-10-04,66.120003,67.209999,65.300003,67.209999,59.085022,812200
2011-10-05,65.570000,66.970001,65.339996,66.690002,58.627884,565200
2011-10-06,66.449997,67.320000,66.269997,67.199997,59.076218,424100
2011-10-07,67.150002,67.199997,66.080002,66.129997,58.135563,582600
2011-10-10,67.199997,68.089996,67.099998,68.000000,59.779510,341300
2011-10-11,67.190002,67.709999,67.019997,67.309998,59.172920,363400
2011-10-12,67.750000,68.320000,67.339996,67.800003,59.603691,500900
2011-10-13,67.529999,67.820000,67.150002,67.699997,59.515778,508000
2011-10-14,67.339996,67.629997,67.070000,67.459999,59.304794,421800
2011-10-17,67.519997,67.949997,67.199997,67.320000,59.181721,320600
2011-10-18,67.160004,68.720001,66.980003,68.120003,59.884995,374400
2011-10-19,67.769997,67.870003,67.040001,67.339996,59.199295,348100
2011-10-20,67.010002,67.169998,66.160004,66.790001,58.715786,664800
2011-10-21,67.199997,67.760002,67.019997,67.610001,59.436661,437400
2011-10-24,67.370003,68.260002,67.370003,68.029999,59.805878,369500
2011-10-25,66.800003,67.180000,66.150002,66.320000,58.302597,518400
2011-10-26,67.180000,67.180000,66.449997,66.889999,58.803699,633300
2011-10-27,68.330002,69.760002,68.300003,69.260002,60.887180,766900
2011-10-28,69.209999,69.809998,68.930000,69.660004,61.238834,577700
2011-10-31,67.199997,67.360001,66.699997,66.709999,58.645458,702300
2011-11-01,65.309998,65.980003,65.139999,65.260002,57.370754,861500
2011-11-02,64.870003,65.599998,64.699997,64.839996,57.001518,825400
2011-11-03,65.260002,65.489998,64.510002,65.389999,57.485031,684800
2011-11-04,65.190002,65.389999,64.800003,65.180000,57.300419,363100
2011-11-07,65.309998,65.489998,64.870003,65.480003,57.564159,331800
2011-11-08,63.529999,64.800003,63.529999,64.610001,56.799324,765600
2011-11-09,64.220001,64.570000,63.799999,64.010002,56.271858,798800
2011-11-10,64.730003,64.730003,64.050003,64.449997,56.658665,383000
2011-11-11,63.799999,64.199997,63.669998,64.120003,56.368561,629800
2011-11-14,64.230003,64.559998,64.050003,64.309998,56.535595,503500
2011-11-15,64.000000,64.220001,63.599998,63.939999,56.210320,376500
2011-11-16,64.459999,64.459999,63.450001,63.540001,55.858677,553000
2011-11-17,64.540001,64.779999,63.880001,64.330002,56.553181,740000
2011-11-18,64.029999,64.169998,63.430000,63.560001,55.876259,519400
2011-11-21,61.759998,61.939999,61.000000,61.189999,53.792767,749300
2011-11-22,61.410000,62.310001,61.410000,61.939999,54.452099,516100
2011-11-23,61.450001,61.450001,60.369999,60.389999,53.089478,645900
2011-11-25,62.150002,62.919998,61.939999,62.110001,54.601559,386000
2011-11-28,64.120003,64.410004,63.900002,64.169998,56.412514,620500
2011-11-29,64.480003,64.739998,64.089996,64.389999,56.605923,507600
2011-11-30,65.610001,66.379997,65.470001,65.910004,57.942169,830900
2011-12-01,65.570000,66.199997,65.500000,65.720001,57.775143,449900
2011-12-02,66.680000,66.860001,66.110001,66.220001,58.214695,461200
2011-12-05,68.029999,68.180000,67.580002,68.050003,59.823471,905700
2011-12-06,67.260002,67.550003,66.830002,67.110001,58.997108,593900
2011-12-07,68.110001,68.660004,67.570000,68.449997,60.175106,671400
2011-12-08,68.029999,68.169998,67.000000,67.129997,59.014675,412900
2011-12-09,66.480003,68.639999,66.470001,68.199997,59.955338,736400
2011-12-12,67.139999,67.139999,66.150002,66.489998,58.452053,443700
2011-12-13,66.610001,67.000000,65.260002,65.639999,57.704815,577300
2011-12-14,65.309998,65.620003,64.900002,65.220001,57.335587,549300
2011-12-15,65.529999,65.760002,65.209999,65.370003,57.467453,323100
2011-12-16,64.089996,64.279999,63.500000,63.700001,55.999336,602100
2011-12-19,63.950001,64.290001,63.270000,63.310001,55.656483,354600
2011-12-20,64.580002,64.580002,63.939999,64.489998,56.693829,374700
2011-12-21,64.139999,64.370003,63.840000,64.250000,56.482845,308000
2011-12-22,64.339996,64.720001,64.059998,64.500000,56.702621,404000
2011-12-23,64.930000,65.000000,64.559998,64.949997,57.098217,281000
2011-12-27,64.699997,64.699997,64.260002,64.360001,56.579548,245100
2011-12-28,64.809998,64.949997,64.050003,64.250000,56.482845,386100
2011-12-29,64.589996,65.300003,64.540001,65.260002,57.370754,351000
2011-12-30,65.860001,66.419998,65.709999,66.129997,58.135563,373100
2012-01-03,67.389999,67.900002,67.309998,67.779999,59.586105,377100
2012-01-04,68.230003,68.680000,68.070000,68.430000,60.157528,501600
2012-01-05,68.500000,68.830002,68.370003,68.620003,60.324566,343700
2012-01-06,68.519997,68.599998,68.220001,68.510002,60.227863,212000
2012-01-09,68.500000,68.709999,68.220001,68.419998,60.148731,301700
2012-01-10,68.510002,68.910004,68.440002,68.669998,60.368507,352800
2012-01-11,68.199997,68.680000,67.860001,68.599998,60.306969,257900
2012-01-12,68.070000,68.309998,67.879997,68.139999,59.902580,512900
2012-01-13,68.070000,68.449997,68.000000,68.260002,60.008083,223200
2012-01-17,67.930000,68.019997,67.610001,67.639999,59.463024,456700
2012-01-18,67.580002,68.029999,67.269997,67.849998,59.647644,906500
2012-01-19,68.589996,69.290001,68.559998,69.089996,60.737740,934300
2012-01-20,70.370003,71.419998,70.300003,71.400002,62.768490,704100
2012-01-23,71.230003,71.589996,71.000000,71.150002,62.548714,641900
2012-01-24,72.010002,72.400002,71.500000,72.330002,63.586056,636300
2012-01-25,73.209999,74.389999,72.879997,74.220001,65.247581,1152600
2012-01-26,74.769997,74.879997,74.389999,74.589996,65.572830,837900
2012-01-27,73.889999,74.209999,73.400002,73.570000,64.676163,427000
2012-01-30,72.930000,73.330002,72.470001,73.110001,64.271767,263100
2012-01-31,73.739998,74.000000,73.190002,73.480003,64.597038,313200
2012-02-01,74.910004,75.449997,74.910004,75.199997,66.109100,500500
2012-02-02,76.139999,76.379997,75.910004,76.230003,67.014595,516300
2012-02-03,76.459999,76.769997,76.269997,76.470001,67.225571,501200
2012-02-06,77.580002,78.080002,77.400002,77.709999,68.315674,662900
2012-02-07,79.480003,80.000000,79.000000,79.610001,69.985977,1041100
2012-02-08,81.059998,81.150002,80.639999,81.050003,71.251915,1049400
2012-02-09,81.339996,81.500000,80.610001,80.879997,71.102455,701400
2012-02-10,78.940002,79.040001,78.160004,78.389999,68.913467,707800
2012-02-13,78.800003,79.160004,78.779999,78.910004,69.370605,377800
2012-02-14,79.870003,80.000000,79.570000,80.000000,70.328827,573700
2012-02-15,82.900002,83.089996,82.379997,82.559998,72.579353,954300
2012-02-16,83.010002,83.720001,82.839996,83.650002,73.537590,1599600
2012-02-17,83.750000,83.800003,83.120003,83.360001,73.282631,305600
2012-02-21,83.169998,83.489998,82.860001,83.220001,73.159561,383900
2012-02-22,83.980003,84.360001,83.930000,84.309998,74.117805,498900
2012-02-23,83.879997,84.110001,83.360001,84.070000,73.906815,360700
2012-02-24,84.209999,84.900002,84.209999,84.540001,74.320000,567600
2012-02-27,82.989998,83.849998,82.769997,83.599998,73.493637,387800
2012-02-28,84.239998,84.809998,84.099998,84.650002,74.416702,368500
2012-02-29,83.629997,83.930000,82.680000,82.709999,72.711212,505400
2012-03-01,82.570000,83.379997,82.510002,83.070000,73.027710,546000
2012-03-02,81.410004,81.589996,80.830002,81.570000,71.709038,836600
2012-03-05,81.379997,81.449997,80.889999,81.239998,71.418945,524300
2012-03-06,80.309998,80.320000,79.699997,80.150002,70.460701,611700
2012-03-07,80.430000,80.809998,80.269997,80.720001,70.961792,339000
2012-03-08,82.180000,82.550003,82.059998,82.519997,72.544174,452400
2012-03-09,83.449997,83.940002,83.339996,83.809998,73.678246,503000
2012-03-12,83.180000,83.180000,82.610001,82.779999,72.772751,271400
2012-03-13,83.099998,83.989998,83.089996,83.970001,73.818901,308000
2012-03-14,84.059998,84.199997,83.309998,83.540001,73.440880,344700
2012-03-15,85.099998,85.430000,84.790001,85.339996,75.023277,591300
2012-03-16,85.769997,85.849998,85.339996,85.400002,75.076035,368200
2012-03-19,85.199997,85.290001,84.790001,85.239998,74.935364,316100
2012-03-20,84.430000,84.860001,84.099998,84.660004,74.425491,303800
2012-03-21,84.070000,84.230003,83.790001,83.959999,73.810112,283500
2012-03-22,83.970001,84.720001,83.959999,84.430000,74.223297,516900
2012-03-23,83.360001,83.760002,82.970001,83.760002,73.634277,437500
2012-03-26,84.190002,84.589996,83.800003,84.349998,74.152977,559000
2012-03-27,85.860001,86.000000,85.400002,85.639999,75.917038,487600
2012-03-28,87.099998,87.139999,86.209999,86.699997,76.856682,731500
2012-03-29,85.800003,86.169998,85.440002,86.059998,76.289352,376000
2012-03-30,87.120003,87.150002,86.540001,86.820000,76.963058,270400
2012-04-02,85.660004,86.980003,85.629997,86.690002,76.847832,554800
2012-04-03,86.660004,86.769997,85.739998,86.220001,76.431183,437400
2012-04-04,83.769997,83.849998,82.970001,83.599998,74.108643,627000
2012-04-05,83.300003,83.930000,83.220001,83.860001,74.339127,329800
2012-04-09,81.610001,82.029999,81.400002,81.699997,72.424355,440400
2012-04-10,81.959999,82.419998,80.690002,80.940002,71.750641,745300
2012-04-11,82.419998,82.589996,81.760002,82.510002,73.142395,479700
2012-04-12,82.169998,83.110001,82.019997,83.010002,73.585640,331200
2012-04-13,81.879997,81.900002,81.070000,81.419998,72.176147,448200
2012-04-16,81.800003,81.849998,81.040001,81.239998,72.016586,267700
2012-04-17,81.110001,81.959999,80.940002,81.440002,72.193886,339000
2012-04-18,81.309998,81.839996,81.209999,81.550003,72.291382,396300
2012-04-19,82.459999,82.739998,81.660004,81.790001,72.504143,413500
2012-04-20,81.019997,81.180000,80.500000,80.540001,71.396057,620900
2012-04-23,79.419998,79.540001,78.910004,79.430000,70.412086,634500
2012-04-24,80.779999,81.080002,80.470001,80.730003,71.564476,354900
2012-04-25,80.989998,81.400002,80.879997,81.360001,72.122963,330800
2012-04-26,80.940002,82.010002,80.940002,81.830002,72.539597,199900
2012-04-27,82.080002,82.489998,81.870003,82.290001,72.947380,292600
2012-04-30,82.050003,82.050003,81.370003,81.779999,72.495270,357000
2012-05-01,79.540001,80.559998,79.540001,80.150002,71.050331,545600
2012-05-02,79.599998,80.089996,79.339996,79.849998,70.784393,317400
2012-05-03,79.809998,79.830002,79.180000,79.220001,70.225922,389500
2012-05-04,78.769997,78.830002,78.389999,78.629997,69.702896,595400
2012-05-07,78.239998,78.849998,78.059998,78.690002,69.756096,252000
2012-05-08,78.099998,78.290001,77.400002,78.169998,69.295120,437700
2012-05-09,79.180000,80.989998,78.870003,80.550003,71.404922,790900
2012-05-10,80.260002,80.379997,79.680000,79.730003,70.678024,477600
2012-05-11,81.040001,81.599998,80.650002,80.709999,71.546761,448900
2012-05-14,79.989998,80.199997,79.589996,79.699997,70.651421,385700
2012-05-15,78.919998,78.940002,78.150002,78.300003,69.410370,429900
2012-05-16,77.400002,77.699997,76.620003,76.720001,68.009735,563100
2012-05-17,77.519997,77.820000,77.139999,77.209999,68.444122,881500
2012-05-18,76.849998,77.010002,75.870003,76.059998,67.424683,365900
2012-05-21,75.769997,76.790001,75.739998,76.699997,67.992020,566800
2012-05-22,77.419998,77.930000,76.849998,77.220001,68.452988,282000
2012-05-23,77.180000,77.279999,76.269997,77.250000,68.479576,241000
2012-05-24,77.250000,77.489998,76.739998,77.199997,68.435249,358800
2012-05-25,77.019997,77.139999,76.610001,76.800003,68.080666,199600
2012-05-29,77.089996,77.650002,76.699997,77.050003,68.302284,435100
2012-05-30,76.559998,76.879997,76.279999,76.339996,67.672890,489300
2012-05-31,76.889999,77.239998,76.430000,76.889999,68.160446,294800
2012-06-01,75.849998,76.160004,74.750000,74.809998,66.316597,574900
2012-06-04,74.730003,74.750000,73.900002,74.620003,66.148170,584400
2012-06-05,74.559998,75.220001,74.440002,75.010002,66.493889,247500
2012-06-06,76.019997,76.889999,76.000000,76.870003,68.142731,397300
2012-06-07,77.519997,77.650002,76.680000,76.830002,68.107254,225500
2012-06-08,76.019997,76.589996,75.660004,76.510002,67.823593,271200
2012-06-11,76.779999,76.830002,75.570000,75.589996,67.008041,282200
2012-06-12,76.199997,76.570000,75.750000,76.489998,67.805855,140900
2012-06-13,76.419998,76.699997,75.949997,76.139999,67.495598,259600
2012-06-14,75.830002,76.160004,75.480003,76.029999,67.398094,223300
2012-06-15,76.010002,76.580002,75.910004,76.500000,67.814728,179000
2012-06-18,76.529999,77.180000,76.500000,76.849998,68.124985,407800
2012-06-19,76.720001,77.250000,76.559998,76.889999,68.160446,215000
2012-06-20,77.190002,77.440002,76.739998,77.379997,68.594818,271200
2012-06-21,77.820000,77.970001,76.199997,76.260002,67.601990,299800
2012-06-22,76.989998,77.000000,76.389999,76.800003,68.080666,188700
2012-06-25,76.489998,76.559998,75.779999,76.089996,67.451271,396000
2012-06-26,76.440002,76.489998,75.849998,76.300003,67.637428,515200
2012-06-27,76.250000,76.400002,76.099998,76.279999,67.619705,415100
2012-06-28,77.620003,78.110001,77.239998,78.040001,69.179886,341500
2012-06-29,80.269997,80.500000,79.809998,80.480003,71.342865,797000
2012-07-02,80.339996,80.349998,79.599998,80.180000,71.076935,270700
2012-07-03,80.639999,81.120003,80.529999,80.879997,71.697456,174700
2012-07-05,80.580002,80.779999,80.269997,80.620003,71.466972,235200
2012-07-06,80.080002,80.379997,79.709999,80.139999,71.041458,162300
2012-07-09,79.199997,79.349998,78.769997,79.339996,70.332291,158600
2012-07-10,78.480003,78.480003,77.309998,77.589996,68.780975,284000
2012-07-11,77.500000,77.730003,76.989998,77.360001,68.577087,179900
2012-07-12,76.080002,76.199997,75.430000,75.910004,67.291710,397100
2012-07-13,75.720001,76.680000,75.720001,76.550003,67.859039,166400
2012-07-16,76.199997,76.449997,76.029999,76.230003,67.575386,159000
2012-07-17,75.930000,76.070000,75.410004,75.879997,67.265114,184500
2012-07-18,75.900002,76.669998,75.879997,76.480003,67.796989,240300
2012-07-19,76.680000,77.080002,76.629997,76.750000,68.036339,148000
2012-07-20,75.400002,75.610001,75.110001,75.129997,66.600273,252700
2012-07-23,74.309998,74.449997,73.760002,74.230003,65.802460,208200
2012-07-24,73.470001,73.510002,72.559998,72.980003,64.694366,338600
2012-07-25,72.489998,72.800003,72.040001,72.510002,64.277733,226400
2012-07-26,73.860001,74.250000,73.669998,74.110001,65.696075,211800
2012-07-27,75.309998,76.250000,75.029999,76.089996,67.451271,283800
2012-07-30,75.389999,75.610001,75.169998,75.470001,66.901657,187500
